Epoch;Clock_bias
2010.001488095238;384779.409
2010.0029761904761;384776.00282271765
2010.0044642857142;384772.5966962185
2010.0059523809523;384769.190607151
2010.0074404761904;384765.78459127806
2010.0089285714284;384762.37860783003
2010.0104166666665;384758.97268923186
2010.0119047619046;384755.56683166884
2010.0133928571427;384752.16100891493
2010.0148809523807;384748.75521477126
2010.0163690476188;384745.3494363632
2010.0178571428569;384741.9436763134
2010.019345238095;384738.53791745566
2010.020833333333;384735.132174572
2010.022321428571;384731.7264624443
2010.0238095238092;384728.3207794037
2010.0252976190473;384724.9151531067
2010.0267857142853;384721.5095780697
2010.0282738095234;384718.1040509548
2010.0297619047615;384714.6985488739
2010.0312499999995;384711.2931078281
2010.0327380952376;384707.8876944389
2010.0342261904757;384704.48227508925
2010.0357142857138;384701.0768688526
2010.0372023809518;384697.6715041008
2010.03869047619;384694.2661436405
2010.040178571428;384690.8608113136
2010.041666666666;384687.45546754263
2010.0431547619041;384684.05015190504
2010.0446428571422;384680.6448472347
2010.0461309523803;384677.23955377005
2010.0476190476184;384673.834296545
2010.0491071428564;384670.4290369358
2010.0505952380945;384667.0238202419
2010.0520833333326;384663.6186040249
2010.0535714285706;384660.21338828467
2010.0550595238087;384656.8081730213
2010.0565476190468;384653.40295799635
2010.0580357142849;384649.99774344824
2010.059523809523;384646.59252913855
2010.061011904761;384643.1873150673
2010.062499999999;384639.7821012344
2010.0639880952372;384636.37688764
2010.0654761904752;384632.97167428397
2010.0669642857133;384629.56646116637
2010.0684523809514;384626.1612482872
2010.0699404761895;384622.7560356464
2010.0714285714275;384619.3508232441
2010.0729166666656;384615.94561108015
2010.0744047619037;384612.54039915465
2010.0758928571418;384609.13518746756
2010.0773809523798;384605.7299757805
2010.078869047618;384602.3247643318
2010.080357142856;384598.91955288313
2010.081845238094;384595.5143416729
2010.0833333333321;384592.10913046263
2010.0848214285702;384588.7039192524
2010.0863095238083;384585.29870828055
2010.0877976190463;384581.8934973087
2010.0892857142844;384578.4882863369
2010.0907738095225;384575.08307536505
2010.0922619047606;384571.67786463164
2010.0937499999986;384568.2726538982
2010.0952380952367;384564.8674431648
2010.0967261904748;384561.4622324314
2010.0982142857129;384558.057021698
2010.099702380951;384554.65181096457
2010.101190476189;384551.24660023116
2010.102678571427;384547.84138949774
2010.1041666666652;384544.4361787643
2010.1056547619032;384541.0309680309
2010.1071428571413;384537.6257572975
2010.1086309523794;384534.2205465641
2010.1101190476174;384530.8153358307
2010.1116071428555;384527.41012509726
2010.1130952380936;384524.00491436385
2010.1145833333317;384520.59970363043
2010.1160714285697;384517.194492897
2010.1175595238078;384513.7892821636
2010.119047619046;384510.3840714302
2010.120535714284;384506.9788606968
2010.122023809522;384503.57364996336
2010.12351190476;384500.16843922995
2010.1249999999982;384496.76322849654
2010.1264880952363;384493.3580177631
2010.1279761904743;384489.9528070297
2010.1294642857124;384486.5475962963
2010.1309523809505;384483.1423855629
2010.1324404761885;384479.73717482947
2010.1339285714266;384476.33196409605
2010.1354166666647;384472.92675336264
2010.1369047619028;384469.5215426292
2010.1383928571408;384466.1163318958
2010.139880952379;384462.7111211624
2010.141369047617;384459.305910429
2010.142857142855;384455.9006996956
