Epoch;Clock_bias
2010.001488095238;154993.342
2010.0029761904761;154987.6098604126
2010.0044642857142;154981.8661174698
2010.0059523809523;154976.17699193192
2010.0074404761904;154970.38588523102
2010.0089285714284;154964.66388892365
2010.0104166666665;154958.8785858078
2010.0119047619046;154953.1228728218
2010.0133928571427;154947.4011006279
2010.0148809523807;154941.6344823761
2010.0163690476188;154935.87307500077
2010.0178571428569;154930.0799937172
2010.019345238095;154924.33841799927
2010.020833333333;154918.5727214737
2010.022321428571;154912.80568789673
2010.0238095238092;154907.07278107834
2010.0252976190473;154901.30147885514
2010.0267857142853;154895.5463876648
2010.0282738095234;154889.81379937363
2010.0297619047615;154884.04469918442
2010.0312499999995;154878.3135385437
2010.0327380952376;154872.560249321
2010.0342261904757;154866.82401560975
2010.0357142857138;154861.08373259736
2010.0372023809518;154855.34489297104
2010.03869047619;154849.58442448807
2010.040178571428;154843.83727454377
2010.041666666666;154838.0842208786
2010.0431547619041;154832.32406329346
2010.0446428571422;154826.58306168747
2010.0461309523803;154820.80615567398
2010.0476190476184;154815.05917214585
2010.0491071428564;154809.2962222023
2010.0505952380945;154803.5333304329
2010.0520833333326;154797.77311848832
2010.0535714285706;154792.01475619507
2010.0550595238087;154786.2487120552
2010.0565476190468;154780.48793935013
2010.0580357142849;154774.7253322525
2010.059523809523;154768.96211814118
2010.061011904761;154763.19993590546
2010.062499999999;154757.442171566
2010.0639880952372;154751.68203925324
2010.0654761904752;154745.92107247544
2010.0669642857133;154740.16500376893
2010.0684523809514;154734.40447329712
2010.0699404761895;154728.64547633362
2010.0714285714275;154722.8906688614
2010.0729166666656;154717.12785767746
2010.0744047619037;154711.37298201752
2010.0758928571418;154705.61359309388
2010.0773809523798;154699.8528857155
2010.078869047618;154694.09595822525
2010.080357142856;154688.3338103218
2010.081845238094;154682.57378815842
2010.0833333333321;154676.81479119492
2010.0848214285702;154671.05296515656
2010.0863095238083;154665.29129599762
2010.0877976190463;154659.53240822983
2010.0892857142844;154653.7681879921
2010.0907738095225;154648.00821351242
2010.0922619047606;154642.24726342392
2010.0937499999986;154636.48499678803
2010.0952380952367;154630.72424744797
2010.0967261904748;154624.9631733818
2010.0982142857129;154619.2017855568
2010.099702380951;154613.44076441956
2010.101190476189;154607.68044041825
2010.102678571427;154601.91953753663
2010.1041666666652;154596.15888594819
2010.1056547619032;154590.3988704605
2010.1071428571413;154584.6380791588
2010.1086309523794;154578.87757920456
2010.1101190476174;154573.11743067933
2010.1116071428555;154567.35658883286
2010.1130952380936;154561.5961499138
2010.1145833333317;154555.8360199852
2010.1160714285697;154550.07459735108
2010.1175595238078;154544.3145689888
2010.119047619046;154538.55359553528
2010.120535714284;154532.79229640198
2010.122023809522;154527.03225421143
2010.12351190476;154521.2707905693
2010.1249999999982;154515.5098814888
2010.1264880952363;154509.74937438202
2010.1279761904743;154503.98802327347
2010.1294642857124;154498.22705363465
2010.1309523809505;154492.46654032898
2010.1324404761885;154486.7052016182
2010.1339285714266;154480.9445018692
2010.1354166666647;154475.18378495408
2010.1369047619028;154469.42272280884
2010.1383928571408;154463.66205262375
2010.139880952379;154457.90125798417
2010.141369047617;154452.14046525193
2010.142857142855;154446.37970685196
